Flow.ID,Source.IP,Source.Port,Destination.IP,Destination.Port,Protocol,Timestamp,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.Packet.Length.Mean,Fwd.Packet.Length.Std,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Std,Flow.Bytes.s,Flow.Packets.s,Flow.IAT.Mean,Flow.IAT.Std,Flow.IAT.Max,Flow.IAT.Min,Fwd.IAT.Total,Fwd.IAT.Mean,Fwd.IAT.Std,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.IAT.Total,Bwd.IAT.Mean,Bwd.IAT.Std,Bwd.IAT.Max,Bwd.IAT.Min,Fwd.PSH.Flags,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,Fwd.Header.Length,Bwd.Header.Length,Fwd.Packets.s,Bwd.Packets.s,Min.Packet.Length,Max.Packet.Length,Packet.Length.Mean,Packet.Length.Std,Packet.Length.Variance,FIN.Flag.Count,SYN.Flag.Count,RST.Flag.Count,PSH.Flag.Count,ACK.Flag.Count,URG.Flag.Count,CWE.Flag.Count,ECE.Flag.Count,Down.Up.Ratio,Average.Packet.Size,Avg.Fwd.Segment.Size,Avg.Bwd.Segment.Size,Fwd.Header.Length.1,Fwd.Avg.Bytes.Bulk,Fwd.Avg.Packets.Bulk,Fwd.Avg.Bulk.Rate,Bwd.Avg.Bytes.Bulk,Bwd.Avg.Packets.Bulk,Bwd.Avg.Bulk.Rate,Subflow.Fwd.Packets,Subflow.Fwd.Bytes,Subflow.Bwd.Packets,Subflow.Bwd.Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active.Mean,Active.Std,Active.Max,Active.Min,Idle.Mean,Idle.Std,Idle.Max,Idle.Min,Label,L7Protocol,ProtocolName
179.1.4.251-10.200.7.218-443-59925-6,10.200.7.218,59925,179.1.4.251,443,6,26/04/201711:11:26,9770731,39,40,11914,5460,2848,0,305.4871795,685.8395114,1253,0,136.5,324.1391756,1778.167877,8.085372527,125265.7821,610537.1733,3777228,0,9770731,257124.5,864020.3648,3789536,0,6216865,159406.7949,658553.8161,3785997,0,0,0,0,0,1264,1296,3.99151302,4.093859508,0,2848,217.175,534.6657485,285867.4627,0,0,0,1,0,0,0,0,1,219.9240506,305.4871795,136.5,1264,0,0,0,0,0,0,39,11914,40,5460,14600,395,20,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
179.1.4.217-10.200.7.218-443-59956-6,10.200.7.218,59956,179.1.4.217,443,6,26/04/201711:11:32,3857428,35,30,4018,9622,1361,0,114.8,320.2247189,1448,0,320.7333333,491.5111767,3536.034892,16.85060616,60272.3125,463142.9653,3707111,0,3857428,113453.7647,636845.2166,3717145,0,139999,4827.551724,11240.35397,46112,0,0,0,0,0,1208,976,9.073403314,7.777202841,0,1448,206.6666667,415.48553,172628.2256,0,0,0,1,0,0,0,0,0,209.8461538,114.8,320.7333333,1208,0,0,0,0,0,0,35,4018,30,9622,14600,265,12,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.131.26-10.200.7.4-49407-3128-6,192.168.131.26,49407,10.200.7.4,3128,6,26/04/201711:11:34,1475466,7,37,47,29963,17,0,6.714285714,5.056820006,3059,0,809.8108108,922.3721181,20339.33686,29.82108703,34313.16279,161681.0248,1005557,0,1475466,245911,396574.3901,1005557,393,469176,13032.66667,61253.49661,353058,0,0,0,0,0,152,800,4.744263846,25.07682319,0,3059,666.8888889,890.3424577,792709.6919,0,0,0,1,0,0,0,0,5,682.0454545,6.714285714,809.8108108,152,0,0,0,0,0,0,7,47,37,29963,8192,320,6,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.131.26-10.200.7.4-49407-3128-6,10.200.7.4,3128,192.168.131.26,49407,6,26/04/201711:11:36,1,2,0,12,0,6,6,6,0,0,0,0,0,1.20E+07,2.00E+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2.00E+06,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,320,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.131.26-10.200.7.4-49407-3128-6,10.200.7.4,3128,192.168.131.26,49407,6,26/04/201711:11:36,471,2,0,12,0,6,6,6,0,0,0,0,0,25477.70701,4246.284501,471,0,471,471,471,471,0,471,471,0,0,0,0,0,0,0,0,0,40,0,4246.284501,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,320,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
179.1.4.251-10.200.7.218-443-59925-6,10.200.7.218,59925,179.1.4.251,443,6,26/04/201711:11:36,9632,1,1,0,0,0,0,0,0,0,0,0,0,0,207.641196,9632,0,9632,9632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,103.820598,103.820598,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,715,395,0,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
179.1.4.217-10.200.7.218-443-59956-6,10.200.7.218,59956,179.1.4.217,443,6,26/04/201711:11:36,9633,1,1,0,0,0,0,0,0,0,0,0,0,0,207.6196408,9633,0,9633,9633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,103.8098204,103.8098204,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,728,265,0,32,0,0,0,0,0,0,0,0,BENIGN,126,GOOGLE
192.168.131.26-10.200.7.4-49411-3128-6,192.168.131.26,49411,10.200.7.4,3128,6,26/04/201711:11:35,1354378,86,333,3508,503878,614,0,40.79069767,141.1583272,6028,0,1513.147147,1258.501894,374626.5814,309.3671043,3240.138756,19031.85588,218263,0,1354378,15933.85882,41230.3539,219393,78,1297455,3907.996988,21157.54438,218263,0,0,0,0,0,1732,6720,63.49778275,245.8693216,0,6028,1208.061905,1271.267954,1616122.211,0,0,0,1,0,0,0,0,3,1210.945107,40.79069767,1513.147147,1732,0,0,0,0,0,0,86,3508,333,503878,8192,343,85,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.131.26-10.200.7.4-49411-3128-6,10.200.7.4,3128,192.168.131.26,49411,6,26/04/201711:11:36,2,2,0,12,0,6,6,6,0,0,0,0,0,6.00E+06,1.00E+06,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,40,0,1.00E+06,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,343,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.131.26-10.200.7.4-49411-3128-6,10.200.7.4,3128,192.168.131.26,49411,6,26/04/201711:11:36,74,2,0,12,0,6,6,6,0,0,0,0,0,162162.1622,27027.02703,74,0,74,74,74,74,0,74,74,0,0,0,0,0,0,0,0,0,40,0,27027.02703,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,343,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
10.200.7.195-40.114.54.223-52046-80-6,10.200.7.195,52046,40.114.54.223,80,6,26/04/201711:11:31,4998659,6,4,1182,392,651,0,197,307.5412167,392,0,98,196,314.884452,2.000536544,555406.5556,1489243.619,4505110,76,4998659,999731.8,1969906.389,4505110,349,493113,164371,266461.4739,471858,1113,0,0,0,0,200,136,1.200321926,0.800214618,0,651,143.0909091,251.8334587,63420.09091,0,0,0,1,0,0,0,0,0,157.4,197,98,200,0,0,0,0,0,0,6,1182,4,392,14600,976,2,32,0,0,0,0,0,0,0,0,BENIGN,68,MSN
192.168.131.26-10.200.7.4-49412-3128-6,192.168.131.26,49412,10.200.7.4,3128,6,26/04/201711:11:35,1360132,93,361,4695,642554,609,0,50.48387097,157.0408845,7300,0,1779.927978,1299.967771,475872.1948,333.791132,3002.498896,18452.37904,222643,0,1360132,14784.04348,39312.90987,223733,25,1315301,3653.613889,20565.23981,222643,0,0,0,0,0,1872,7268,68.37571647,265.4154156,0,7300,1422.525275,1355.237455,1836668.558,0,0,0,1,0,0,0,0,3,1425.65859,50.48387097,1779.927978,1872,0,0,0,0,0,0,93,4695,361,642554,8192,362,92,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.131.26-10.200.7.4-49404-3128-6,192.168.131.26,49404,10.200.7.4,3128,6,26/04/201711:11:34,1540491,63,273,3957,366497,611,0,62.80952381,176.8393528,4592,0,1342.479853,1082.953166,240477.8736,218.1122772,4598.480597,23028.52361,229072,0,1540491,24846.62903,50900.37503,230507,97,1500779,5517.569853,25406.89793,229072,0,0,0,0,0,1272,5520,40.89605197,177.2162252,0,4592,1099.27003,1099.203562,1208248.472,0,0,0,1,0,0,0,0,4,1102.541667,62.80952381,1342.479853,1272,0,0,0,0,0,0,63,3957,273,366497,8192,381,62,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.131.26-10.200.7.4-49412-3128-6,10.200.7.4,3128,192.168.131.26,49412,6,26/04/201711:11:36,1,2,0,12,0,6,6,6,0,0,0,0,0,1.20E+07,2.00E+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2.00E+06,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,362,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.131.26-10.200.7.4-49404-3128-6,10.200.7.4,3128,192.168.131.26,49404,6,26/04/201711:11:36,1,2,0,12,0,6,6,6,0,0,0,0,0,1.20E+07,2.00E+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2.00E+06,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,381,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.131.26-10.200.7.4-49412-3128-6,10.200.7.4,3128,192.168.131.26,49412,6,26/04/201711:11:36,81,2,0,12,0,6,6,6,0,0,0,0,0,148148.1481,24691.35802,81,0,81,81,81,81,0,81,81,0,0,0,0,0,0,0,0,0,40,0,24691.35802,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,362,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.131.26-10.200.7.4-49404-3128-6,10.200.7.4,3128,192.168.131.26,49404,6,26/04/201711:11:36,605,2,0,12,0,6,6,6,0,0,0,0,0,19834.71074,3305.785124,605,0,605,605,605,605,0,605,605,0,0,0,0,0,0,0,0,0,40,0,3305.785124,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,381,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.190.57-10.200.7.9-1584-3128-6,10.200.7.9,3128,192.168.190.57,1584,6,26/04/201711:11:31,4823461,45,0,12404,0,3071,0,275.6444444,686.609329,0,0,0,0,2571.597448,9.329400611,109624.1136,589707.0195,3914261,0,4823461,109624.1136,589707.0195,3914261,0,0,0,0,0,0,0,0,0,0,948,0,9.329400611,0,0,3071,269.6521739,680.1528004,462607.8319,0,0,0,1,1,0,0,0,0,275.6444444,275.6444444,0,948,0,0,0,0,0,0,45,12404,0,0,5840,-1,41,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
10.200.7.199-52.50.122.110-35542-443-6,10.200.7.199,35542,52.50.122.110,443,6,26/04/201711:11:31,4821873,11,5,1265,3836,470,0,115,187.5638558,3071,0,767.2,1298.610873,1057.887671,3.318212653,321458.2,987438.9884,3878057,0,4821873,482187.3,1196923.196,3878057,0,575401,143850.25,95338.86349,204777,2865,0,0,0,0,360,160,2.281271199,1.036941454,0,3071,300.0588235,735.4937517,540951.0588,0,0,0,1,0,0,0,0,0,318.8125,115,767.2,360,0,0,0,0,0,0,11,1265,5,3836,5840,118,4,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.190.57-10.200.7.9-1584-3128-6,10.200.7.9,3128,192.168.190.57,1584,6,26/04/201711:11:36,1,2,0,12,0,6,6,6,0,0,0,0,0,1.20E+07,2.00E+06,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2.00E+06,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,159,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
192.168.190.57-10.200.7.9-1585-3128-6,10.200.7.9,3128,192.168.190.57,1585,6,26/04/201711:11:31,4823089,45,0,6715,0,1611,0,149.2222222,330.541284,0,0,0,0,1392.261267,9.330120178,109615.6591,589468.3592,3912888,0,4823089,109615.6591,589468.3592,3912888,0,0,0,0,0,0,0,0,0,0,948,0,9.330120178,0,0,1611,145.9782609,327.5876466,107313.6662,0,0,0,1,1,0,0,0,0,149.2222222,149.2222222,0,948,0,0,0,0,0,0,45,6715,0,0,5840,-1,41,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
10.200.7.199-52.50.122.110-35543-443-6,10.200.7.199,35543,52.50.122.110,443,6,26/04/201711:11:31,4821109,9,7,800,2400,475,0,88.88888889,162.0150027,1436,0,342.8571429,506.020233,663.7476979,3.318738489,321407.2667,986825.7944,3875841,0,4821109,602638.625,1330123.291,3875841,1,740213,123368.8333,95217.47679,201023,0,0,0,0,0,296,232,1.8667904,1.451948089,0,1436,188.2352941,356.8915328,127371.5662,0,0,0,1,0,0,0,0,0,200,88.88888889,342.8571429,296,0,0,0,0,0,0,9,800,7,2400,5840,118,3,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.190.57-10.200.7.9-1585-3128-6,10.200.7.9,3128,192.168.190.57,1585,6,26/04/201711:11:36,217,2,0,12,0,6,6,6,0,0,0,0,0,55299.53917,9216.589862,217,0,217,217,217,217,0,217,217,0,0,0,0,0,0,0,0,0,40,0,9216.589862,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,159,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
151.101.194.2-10.200.7.199-443-52697-6,10.200.7.199,52697,151.101.194.2,443,6,26/04/201711:11:32,4199183,10,5,335,5661,209,0,33.5,73.28369532,2872,0,1132.2,1136.517136,1427.896808,3.572123434,299941.6429,1062139.108,3989355,0,4199183,466575.8889,1321460.077,3989355,0,120601,30150.25,34550.32699,60534,10,0,0,0,0,328,168,2.381415623,1.190707811,0,2872,374.75,791.1436869,625908.3333,0,0,0,1,0,0,0,0,0,399.7333333,33.5,1132.2,328,0,0,0,0,0,0,10,335,5,5661,5840,59,2,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.190.57-10.200.7.9-1579-3128-6,10.200.7.9,3128,192.168.190.57,1579,6,26/04/201711:11:30,5497690,39,0,5498,0,2466,0,140.974359,421.3942701,0,0,0,0,1000.056387,7.093888524,144676.0526,582765.6489,3341895,0,5497690,144676.0526,582765.6489,3341895,0,0,0,0,0,0,0,0,0,0,828,0,7.093888524,0,0,2466,137.45,416.5534995,173516.8179,0,0,0,1,1,0,0,0,0,140.974359,140.974359,0,828,0,0,0,0,0,0,39,5498,0,0,5840,-1,35,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
10.200.7.199-52.50.122.110-35528-443-6,10.200.7.199,35528,52.50.122.110,443,6,26/04/201711:11:30,5496511,10,6,1204,1872,492,0,120.4,193.3345977,1436,0,312,562.8033404,559.6277348,2.910937502,366434.0667,889033.1475,3299818,27,5496511,610723.4444,1103629.573,3299818,783,1985718,397143.6,692964.3616,1628081,170,0,0,0,0,328,200,1.819335939,1.091601563,0,1436,180.9411765,361.6449347,130787.0588,0,0,0,1,0,0,0,0,0,192.25,120.4,312,328,0,0,0,0,0,0,10,1204,6,1872,5840,118,4,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
192.168.112.9-10.200.7.7-49789-3128-6,192.168.112.9,49789,10.200.7.7,3128,6,26/04/201711:11:36,5993,13,0,494,0,247,0,38,92.7568506,0,0,0,0,82429.50108,2169.197397,499.4166667,894.2290187,3146,0,5993,499.4166667,894.2290187,3146,0,0,0,0,0,0,0,0,0,0,432,0,2169.197397,0,0,247,35.28571429,89.69472034,8045.142857,0,0,0,1,0,0,0,0,0,38,38,0,432,0,0,0,0,0,0,13,494,0,0,8192,-1,2,32,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
169.45.141.182-10.200.7.217-443-48622-6,10.200.7.217,48622,169.45.141.182,443,6,26/04/201711:11:36,185299,17,15,102,33586,6,6,6,0,4380,6,2239.066667,1084.222662,181803.4636,172.6938624,5977.387097,20764.13884,92414,0,92885,5805.3125,18294.90474,72016,0,166575,11898.21429,30114.15546,92664,1,0,0,0,0,340,300,91.74361437,80.95024798,6,4380,1021.030303,1337.638883,1789277.78,0,0,0,0,1,1,0,0,0,1052.9375,6,2239.066667,340,0,0,0,0,0,0,17,102,15,33586,65535,24675,16,20,0,0,0,0,0,0,0,0,BENIGN,91,SSL
213.239.207.69-10.200.7.196-80-36093-6,10.200.7.196,36093,213.239.207.69,80,6,26/04/201711:11:35,650291,9,7,293,4340,292,0,32.55555556,97.29222876,1448,0,620,720.6700586,7124.502723,24.60436943,43352.73333,113250.0337,408712,0,650291,81286.375,148912.2127,409046,1,607236,101206,170049.6766,408712,0,0,0,0,0,296,232,13.8399578,10.76441162,0,1448,272.5294118,537.9142726,289351.7647,0,0,0,1,0,0,0,0,0,289.5625,32.55555556,620,296,0,0,0,0,0,0,9,293,7,4340,14600,804,2,32,0,0,0,0,0,0,0,0,BENIGN,40,CONTENT_FLASH
192.168.131.26-10.200.7.4-49405-3128-6,192.168.131.26,49405,10.200.7.4,3128,6,26/04/201711:11:34,1561174,94,390,5356,661188,614,0,56.9787234,168.2774194,6441,0,1695.353846,1254.285262,426950.4873,310.023098,3232.244306,18854.6085,217186,0,1502775,16158.87097,40622.82452,218421,34,1561165,4013.277635,21007.12967,217186,0,0,0,0,0,1892,7860,60.21109755,249.8120005,0,6441,1374.317526,1301.485376,1693864.184,0,0,0,1,0,0,0,0,4,1377.157025,56.9787234,1695.353846,1892,0,0,0,0,0,0,94,5356,390,661188,8192,381,93,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
198.232.125.113-10.200.7.194-80-38600-6,10.200.7.194,38600,198.232.125.113,80,6,26/04/201711:11:32,4165196,15,27,448,58685,448,0,29.86666667,115.6731026,7240,0,2173.518519,1780.387541,14196.93095,10.08355909,101590.1463,585596.1492,3754195,0,411001,29357.21429,51335.22146,163629,91,4164201,160161.5769,734136.8162,3754290,0,0,0,0,0,488,872,3.601271105,6.482287988,0,7240,1375.186047,1751.523395,3067834.203,0,0,0,1,0,0,0,0,1,1407.928571,29.86666667,2173.518519,488,0,0,0,0,0,0,15,448,27,58685,14600,804,1,32,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
172.19.1.224-10.200.7.4-49452-3128-6,10.200.7.4,3128,172.19.1.224,49452,6,26/04/201711:11:35,1120112,1132,0,1974675,0,7300,0,1744.412544,753.5226993,0,0,0,0,1762926.386,1010.613224,990.3731211,11071.15673,204932,0,1120112,990.3731211,11071.15673,204932,0,0,0,0,0,0,0,0,0,0,22688,0,1010.613224,0,0,7300,1742.872904,754.9706215,569980.6393,0,0,0,1,1,0,0,0,0,1744.412544,1744.412544,0,22688,0,0,0,0,0,0,1132,1974675,0,0,14600,-1,1128,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
172.19.1.224-10.200.7.4-49452-3128-6,10.200.7.4,3128,172.19.1.224,49452,6,26/04/201711:11:36,2,2,0,12,0,6,6,6,0,0,0,0,0,6.00E+06,1.00E+06,2,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,40,0,1.00E+06,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,7,HTTP
179.1.4.210-10.200.7.199-443-34110-6,10.200.7.199,34110,179.1.4.210,443,6,26/04/201711:11:36,56258,7,4,733,258,517,0,104.7142857,198.8254798,160,0,64.5,67.96812979,17615.27249,195.5277472,5625.8,6336.132115,18852,0,56258,9376.333333,5534.688489,18905,2773,40106,13368.66667,11689.15127,21664,0,0,0,0,0,232,136,124.4267482,71.10099897,0,517,82.58333333,154.5094633,23873.17424,0,0,0,1,0,0,0,0,0,90.09090909,104.7142857,64.5,232,0,0,0,0,0,0,7,733,4,258,5840,243,2,32,0,0,0,0,0,0,0,0,BENIGN,124,YOUTUBE
179.1.4.210-10.200.7.199-443-34109-6,10.200.7.199,34109,179.1.4.210,443,6,26/04/201711:11:36,56633,7,5,733,258,517,0,104.7142857,198.8254798,160,0,51.6,65.54998093,17498.63154,211.8905938,5148.454545,5228.497439,13676,0,56633,9438.833333,5739.554144,18548,2908,45001,11250.25,10776.144,23561,0,0,0,0,0,232,168,123.6028464,88.28774743,0,517,76.23076923,149.6942182,22408.35897,0,0,0,1,0,0,0,0,0,82.58333333,104.7142857,51.6,232,0,0,0,0,0,0,7,733,5,258,5840,243,2,32,0,0,0,0,0,0,0,0,BENIGN,124,YOUTUBE
192.168.131.26-10.200.7.4-49406-3128-6,192.168.131.26,49406,10.200.7.4,3128,6,26/04/201711:11:34,1605407,122,524,6111,889286,612,0,50.09016393,157.068233,10220,0,1697.110687,1238.110909,557738.3181,402.3901727,2489.003101,16364.17043,209342,0,1605407,13267.82645,36314.44071,210458,61,1501638,2871.200765,17647.13735,209342,0,0,0,0,0,2452,10540,75.99319051,326.3969822,0,10220,1383.921175,1290.034181,1664188.187,0,0,0,1,0,0,0,0,4,1386.063467,50.09016393,1697.110687,2452,0,0,0,0,0,0,122,6111,524,889286,8192,400,121,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.131.26-10.200.7.4-49406-3128-6,10.200.7.4,3128,192.168.131.26,49406,6,26/04/201711:11:36,11,2,0,12,0,6,6,6,0,0,0,0,0,1090909.091,181818.1818,11,0,11,11,11,11,0,11,11,0,0,0,0,0,0,0,0,0,40,0,181818.1818,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,400,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.131.26-10.200.7.4-49406-3128-6,10.200.7.4,3128,192.168.131.26,49406,6,26/04/201711:11:36,274,2,0,12,0,6,6,6,0,0,0,0,0,43795.62044,7299.270073,274,0,274,274,274,274,0,274,274,0,0,0,0,0,0,0,0,0,40,0,7299.270073,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,400,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.112.9-10.200.7.7-49790-3128-6,192.168.112.9,49790,10.200.7.7,3128,6,26/04/201711:11:36,10364,13,0,494,0,247,0,38,92.7568506,0,0,0,0,47664.99421,1254.341953,863.6666667,1907.918158,6754,0,10364,863.6666667,1907.918158,6754,0,0,0,0,0,0,0,0,0,0,432,0,1254.341953,0,0,247,35.28571429,89.69472034,8045.142857,0,0,0,1,0,0,0,0,0,38,38,0,432,0,0,0,0,0,0,13,494,0,0,8192,-1,2,32,0,0,0,0,0,0,0,0,BENIGN,130,HTTP_CONNECT
192.168.42.36-10.200.7.5-50271-3128-6,192.168.42.36,50271,10.200.7.5,3128,6,26/04/201711:11:36,46780,1,7,46,96,46,46,46,0,60,6,13.71428571,20.41008154,3035.48525,171.0132535,6682.857143,17602.79485,46602,0,0,0,0,0,0,46613,7768.833333,19024.289,46602,0,1,0,0,0,20,140,21.37665669,149.6365968,6,60,20.88888889,22.69605937,515.1111111,0,1,0,0,1,0,0,0,7,23.5,46,13.71428571,20,0,0,0,0,0,0,1,46,7,96,59,324,0,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.131.26-10.200.7.4-49410-3128-6,192.168.131.26,49410,10.200.7.4,3128,6,26/04/201711:11:35,1479322,73,351,3997,629910,614,0,54.75342466,164.3937331,7616,0,1794.615385,1286.86599,428511.8453,286.6177884,3497.21513,23161.32252,303821,0,1479322,20546.13889,53685.84376,305595,53,1452137,4148.962857,25409.09856,303821,0,0,0,0,0,1472,7080,49.34693055,237.2708579,0,7616,1491.545882,1344.729316,1808296.932,0,0,0,1,0,0,0,0,4,1495.063679,54.75342466,1794.615385,1472,0,0,0,0,0,0,73,3997,351,629910,8192,343,72,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.131.26-10.200.7.4-49410-3128-6,10.200.7.4,3128,192.168.131.26,49410,6,26/04/201711:11:36,17,2,0,12,0,6,6,6,0,0,0,0,0,705882.3529,117647.0588,17,0,17,17,17,17,0,17,17,0,0,0,0,0,0,0,0,0,40,0,117647.0588,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,343,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
192.168.131.26-10.200.7.4-49410-3128-6,10.200.7.4,3128,192.168.131.26,49410,6,26/04/201711:11:36,171,2,0,12,0,6,6,6,0,0,0,0,0,70175.4386,11695.90643,171,0,171,171,171,171,0,171,171,0,0,0,0,0,0,0,0,0,40,0,11695.90643,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,343,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,131,HTTP_PROXY
131.253.61.96-10.200.7.199-443-57271-6,10.200.7.199,57271,131.253.61.96,443,6,26/04/201711:11:35,528278,12,8,3771,11021,1448,0,314.25,548.0796433,5744,0,1377.625,2012.377055,28000.40888,37.85885462,27804.10526,41144.0917,97262,0,429077,39007,47650.22488,108450,0,436919,62417,56556.55257,125972,22,0,0,0,0,392,264,22.71531277,15.14354185,0,5744,704.3809524,1371.141367,1880028.648,0,0,0,1,0,0,0,0,0,739.6,314.25,1377.625,392,0,0,0,0,0,0,12,3771,8,11021,5840,256,5,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
131.253.61.96-10.200.7.199-443-57271-6,10.200.7.199,57271,131.253.61.96,443,6,26/04/201711:11:36,15,2,0,0,0,0,0,0,0,0,0,0,0,0,133333.3333,15,0,15,15,15,15,0,15,15,0,0,0,0,0,0,0,0,0,64,0,133333.3333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,408,-1,0,32,0,0,0,0,0,0,0,0,BENIGN,91,SSL
